Unnamed: 0,Unnamed: 0.1,game_id,max_players,max_playtime,min_age,min_players,min_playtime,name,year_published,artist,category,compilation,designer,family,mechanic,publisher,users_rated,average_rating,x,y,z
518,18,593,5.0,60.0,9.0,2.0,60.0,Favoriten,1989,Wolfgang Steinmeyer,Racing,,Walter Müller,Sports: Horse Racing,Betting and Bluffing,Walter Müller's Spielewerkstatt,174,6.43282,30.23034,12.310338,12.307253
519,19,594,7.0,45.0,10.0,3.0,30.0,Sleuth,1971,"Shannon Crutchfield,Paul Herbert","Card Game,Deduction",,Sid Sackson,"Series: 3M Gamettes,Series: Bookshelf (Gryphon Games),Series: Sid Sackson Signature","Deduction,Hand Management,Memory,Paper-and-Pencil","3M,The Avalon Hill Game Co,Eagle-Gryphon Games,Face2Face Games,Kärnan,MTS Games,Schmidt France,Schmidt Spiele",2755,6.9095,49.976757,-18.790861,-9.871808
520,20,595,6.0,60.0,10.0,3.0,60.0,Escape from Elba,1999,John Kovalic,"Fighting,Racing,Word Game",,James Ernest,,"Dice Rolling,Hand Management",Cheapass Games,163,5.45521,69.836624,-7.4421897,51.309223
525,25,602,8.0,60.0,10.0,4.0,60.0,Career Poker,1988,"(Uncredited),Annika Brüning",Card Game,,"Klaus Grähnke,Brian Walker",Card Games: Climbing,"Ladder Climbing,Trick-taking","Fun Connection,HeidelBÄR Games,Heidelberger Spieleverlag,Hexagames (I),Nürnberger-Spielkarten-Verlag,Salagames",239,6.6159,47.95577,56.852535,-3.829207
528,28,605,5.0,30.0,10.0,2.0,30.0,Banana Republic,1993,Doris Matthäus,"Bluffing,Card Game",,"Doris Matthäus,Frank Nestel",Admin: Better Description Needed!,Hand Management,Doris & Frank,161,5.37205,1.4873558,2.1320562,49.40753
529,29,606,2.0,5.0,10.0,2.0,5.0,Pico 2,1997,Doris Matthäus,"Animals,Card Game",,"Doris Matthäus,Frank Nestel","Animals: Hedgehogs / Porcupines,Players: Two Player Only Games","Hand Management,Simultaneous Action Selection",Doris & Frank,270,5.93596,2.4338648,-3.5719984,32.88548
530,30,607,6.0,60.0,10.0,3.0,60.0,Honor of the Samurai,1996,"Alexander Farquharson,Barbara Spelger","Card Game,Medieval",,Scott Kimball,"Admin: Better Description Needed!,Country: Japan,Theme: Samurai","Action Points,Dice Rolling,Hand Management,Take That","AMIGO,Corfix,Gamewright",819,5.91705,2.3708231,9.4022455,34.226837
531,31,608,4.0,60.0,8.0,2.0,60.0,Siesta,1999,,Abstract Strategy,,Guido Hoffmann,Series: Goldsieber Royal,"Pattern Building,Pattern Recognition,Tile Placement","Goldsieber Spiele,Rio Grande Games",305,6.29148,33.75148,-45.27599,17.564417
535,35,612,2.0,30.0,5.0,2.0,30.0,Kippit,1999,"Arrnold Reisse,Franz-Josef Schulte",Action / Dexterity,,Torsten Marold,Players: Two Player Only Games,,"FoxMind,franjos Spieleverlag",158,5.94703,42.85177,-10.433203,32.202805
537,37,614,2.0,5.0,7.0,2.0,5.0,Rubik's Race,1982,,"Puzzle,Real-time",,"Erno Rubik,Marvin A. Silbermintz","Players: Two Player Only Games,Theme: Rubik's Cube","Grid Movement,Memory,Pattern Building","Arxon,Estrela,Éveil & Jeux,Green Board Game Co.,Hasbro,Hilco Corporation,Ideal,Jumbo,Korea Boardgames Co., Ltd.,MindWare,University Games",575,6.00947,31.05473,-33.567905,30.199066
541,41,618,2.0,40.0,8.0,2.0,40.0,MLB Showdown,2000,,"Card Game,Collectible Components,Sports",,"Charlie Bambino,Jim Lin,Bill Rose,Tom Wylie","Collectible: Collectible Card Games,Players: Two Player Only Games,Sports Teams: Major League Baseball (MLB),Sports: Baseball",Dice Rolling,Wizards of the Coast,258,6.2124,46.66171,37.701393,21.228558
542,42,619,4.0,30.0,10.0,2.0,30.0,The Bottle Imp,1995,"Tom Agnetti,Günter Cornett,Carsten Fuhrmann,Tuuli Hypén,Jere Kasanen,Rok Kim","Card Game,Novel-based",,Günter Cornett,Series: Small box (Lautapelit.fi),"Score-and-Reset Game,Trick-taking","Bambus Spieleverlag,Brädspel.se,Lautapelit.fi,Mandoo Games,Mont Tàber,Playagame Edizioni,PopcornEdu,Stronghold Games,数寄ゲームズ (Suki Games),University Games,Z-Man Games, Inc.",3321,6.73413,33.671177,52.06572,-9.201143
543,43,620,2.0,120.0,12.0,2.0,120.0,We the People,1993,"Stephen Langmead,William B. T. Trego","Age of Reason,American Revolutionary War,Wargame",,Mark Herman,"Country: USA,Holidays:  4th of July,Players: Two Player Only Games,Series: Smithsonian Institute (Avalon Hill)","Action/Event,Area Majority / Influence,Campaign / Battle Card Driven,Card Play Conflict Resolution,Dice Rolling,Hand Management,Point to Point Movement,Simulation,Variable Player Powers",The Avalon Hill Game Co,1119,7.30936,-64.21421,1.4789144,-21.448137
544,44,621,99.0,35.0,10.0,4.0,20.0,25 Words or Less,1996,,"Party Game,Word Game",,Bruce Sterten,Word Games: Guess the Word,"Auction/Bidding,Team-Based Game","The Op,Parker Brothers,Winning Moves Games (USA)",526,6.5334,73.08426,-7.432479,6.819647
545,45,622,8.0,30.0,10.0,2.0,30.0,Change!,1999,Brian Snoddy,Card Game,,"James Ernest,Brian Snoddy",,,Cheapass Games,161,5.28727,47.045742,0.5880289,47.333344
546,46,623,6.0,90.0,12.0,2.0,90.0,Swashbuckler: A Game of Swordplay and Derring-do,1980,Rodger B. MacGowan,"Fighting,Renaissance,Wargame",,"T. O'Neill,S. Craig Taylor",Series: Album Games (Yaquinto),"Action Queue,Simultaneous Action Selection,Square Grid",Yaquinto,248,6.94972,-41.605114,14.926503,-47.479156
547,47,624,4.0,15.0,8.0,2.0,15.0,Quoridor,1997,,"Abstract Strategy,Maze",,Mirko Marchesi,"Category: Combinatorial,Digital Implementations: Board Game Arena,Game: Blockade,Misc: Mensa Select,Series: Classic (Gigamic)","Grid Movement,Square Grid","Gigamic,(Unknown),Family Games, Inc.,FoxMind Israel,Fundex,Great American Trading Company,Korea Boardgames Co., Ltd.,Ludens Spirit,Marks & Spencer,Mitra,Oficina do Aprendiz,Smart Chick,SuperHeated Neurons",6569,6.66631,40.616516,10.787915,-1.5609506
549,49,626,6.0,180.0,12.0,2.0,120.0,War and Peace,1980,Denis Dighton,"Napoleonic,Wargame",,Mark McLaughlin,Continents: Europe,"Dice Rolling,Hexagon Grid,Simulation",The Avalon Hill Game Co,1103,6.70188,-43.130096,65.07193,-6.3644714
551,51,629,4.0,20.0,8.0,2.0,20.0,Q-Turn,1999,Alison Frane,"Abstract Strategy,Puzzle",,Andrew Looney,Containers: Tubes,Modular Board,Looney Labs,163,5.04055,14.075137,-30.55091,44.23632
553,53,631,4.0,70.0,10.0,2.0,70.0,Daytona 500,1990,,"Card Game,Racing,Sports",,Wolfgang Kramer,"Components: Miniatures,Series: Auto Racing card system (Wolfgang Kramer),Sports: Auto Racing","Auction/Bidding,Grid Movement,Hand Management,Race",Milton Bradley,1002,7.1381,42.577793,32.750298,-52.995
554,54,632,6.0,30.0,8.0,3.0,20.0,Cloud 9,1999,"John Kovalic,Albert Lemant,Cathleen Quinn-Kinney","Aviation / Flight,Bluffing,Card Game",,Aaron Weissblum,"Components: 3-Dimensional (3D),Components: Miniatures,Theme: Hot Air Balloons","Betting and Bluffing,Dice Rolling,Hand Management,Push Your Luck,Track Movement","F.X. Schmid,Out of the Box Publishing",2210,6.48491,26.131739,-4.7124944,8.286956
555,55,633,8.0,60.0,10.0,3.0,60.0,Elixir,1997,"Bernard Bittler,Christophe Swal","Action / Dexterity,Card Game,Fantasy,Humor",,"Sylvie Barc,Frédéric Leygonie,Juan Rodriguez",Creatures: Fairies / Elves / Pixies,"Auction/Bidding,Set Collection","Asmodee,Cutting Edge Games,Kaissa Chess & Games,Mayfair Games",1106,5.54482,-2.0218494,-10.573393,55.883583
556,56,634,6.0,30.0,8.0,2.0,30.0,River Dragons,2000,"Pierô,Guillaume Rohmer,Cyril Saint Blancat",Abstract Strategy,,Roberto Fraga,"Comic Books: Kajko i Kokosz,Country: Vietnam","Action Queue,Point to Point Movement,Simultaneous Action Selection","Matagot,Asmodee,Asterion Press,Bureau de Juegos,Descartes Editeur,Egmont Polska,Eurogames,Pegasus ToyKraft Pvt. Ltd.,Surfin' Meeple China,Swan Panasia Co., Ltd.,Tower Tactic Games",3296,6.49609,-14.087521,7.741486,-2.4727015
557,57,635,6.0,20.0,8.0,3.0,20.0,Formula Motor Racing,1995,"Niklas Böwer,Rodger B. MacGowan","Card Game,Racing,Sports",,Reiner Knizia,Sports: Auto Racing,"Dice Rolling,Hand Management,Relative Movement","Egmont Polska,Gibsons,GMT Games,Die Spiegelburg",1906,6.41584,16.766146,33.7026,8.557489
559,59,637,12.0,20.0,8.0,2.0,20.0,The Stock Car Championship Racing Card Game,1995,,"Card Game,Racing,Sports",,"Michael Garton,John McLaughlin","Admin: Better Description Needed!,Sports: Auto Racing",Race,McGartlin Motorsport Design,219,6.85536,42.645023,32.779842,-40.265133
560,60,638,2.0,30.0,12.0,2.0,30.0,Hera and Zeus,2000,Franz Vohwinkel,"Bluffing,Card Game,Mythology",,Richard Borg,"Mythology: Greek,Players: Two Player Only Games,Series: Two-player games (Kosmos)","Action Points,Hand Management,Secret Unit Deployment","KOSMOS,999 Games,Kaissa Chess & Games,Rio Grande Games",3303,6.48796,-19.311684,6.701467,-2.4641376
561,61,639,4.0,360.0,9.0,1.0,90.0,American Megafauna,1997,Phil Eklund,"Animals,Environmental,Prehistoric",,Phil Eklund,"Animals: Dinosaurs,Players: Games with Solitaire Rules,Theme: Climate Change,Theme: Evolution","Auction/Bidding,Simulation,Variable Player Powers",Sierra Madre Games,342,6.85512,13.670029,-52.075,-39.380764
562,62,642,10.0,20.0,0.0,3.0,20.0,Oodles,1992,,"Party Game,Trivia",,Brian Hersch,,,Milton Bradley,259,6.12506,73.74951,-24.52305,24.058393
563,63,643,8.0,90.0,10.0,2.0,90.0,Deadlands: Doomtown Range Wars,2000,,"American West,Collectible Components,Fantasy",,"Tom Jolly,Christian T. Petersen","Collectible: Collectible Token Games,Setting: The Weird West (Pinnacle Entertainment),Versions & Editions: Board Game Versions of Role-Playing Games",,Fantasy Flight Games,139,6.26511,-14.860805,66.34602,18.699636
564,64,644,4.0,30.0,12.0,2.0,30.0,Shipwrecked,2000,John Kovalic,Card Game,,"Matthew Kirby,Mark Alan Osterhaus",,Auction/Bidding,Out of the Box Publishing,420,5.68662,-4.5714154,-12.961821,54.567543
565,65,645,4.0,60.0,8.0,2.0,60.0,Bosworth,1998,John Kovalic,Abstract Strategy,,Mark Alan Osterhaus,"Components: 4 x 4 Grids,Traditional Games: Chess",Grid Movement,"Alga,Brio AB,Out of the Box Publishing",364,5.82967,9.0777235,-27.009865,36.497303
567,67,647,5.0,30.0,12.0,2.0,30.0,Mystick Domination,2000,,"Card Game,Fantasy",,Eric M. Lang,,,Anoch Game Systems,105,6.43333,48.64027,1.6017331,12.29344
569,69,649,6.0,90.0,10.0,3.0,90.0,Thieves of Bagdad,1999,"Greg Cervall,Thierry Masson,Thierry Ségur","Arabian,Bluffing",,Francis Pacherie,Cities: Baghdad (Iraq),"Card Drafting,Hexagon Grid,Set Collection,Trading,Variable Player Powers","Clash of Arms Games,Tilsit",117,5.97778,-78.92099,-9.70008,31.249622
571,71,651,5.0,20.0,8.0,2.0,20.0,Zero Down,1998,,Card Game,,Reiner Knizia,,"Card Drafting,Set Collection,Trading","ASYNCRON games,Berliner Spielkarten,Blue Orange Games,Educa Korea,Games 4 Gamers,HomoLudicus,Muduko,Pixie Games,Trefl Joker Line",747,6.46502,-9.42331,-18.617302,10.76327
573,73,653,6.0,20.0,8.0,2.0,20.0,Shit!,1996,Jürgen Martens,Card Game,,Reinhard Staupe,,"Auction/Bidding,Simultaneous Action Selection",Adlung-Spiele,108,5.45009,-3.5994432,-10.539641,51.261986
574,74,655,5.0,30.0,14.0,2.0,30.0,Castle,2000,Emmanuel Roudier,"Card Game,Medieval",,"Bruno Faidutti,Serge Laget",Series: Blue Games (Descartes),"Hand Management,Tile Placement","Descartes Editeur,Eurogames,Heidelberger Spieleverlag,Hobby World",1655,6.1053,-16.545017,-2.6903262,26.452026
575,75,657,8.0,30.0,8.0,3.0,30.0,Münchhausen,1996,Franz Vohwinkel,"Bluffing,Card Game,Fantasy",,Thomas Schneider Axmann,,,ABACUSSPIELE,122,5.85615,45.47034,3.7750385,36.031845
577,77,661,5.0,45.0,10.0,3.0,45.0,Where's Bob's Hat?,1990,Franz Vohwinkel,Card Game,,Alan R. Moon,,Trick-taking,"ABACUSSPIELE,Piatnik,Rio Grande Games",401,6.23958,38.75684,61.856403,19.08201
583,83,668,5.0,30.0,10.0,3.0,30.0,Sternenhimmel,1995,Thomas Kley,Bluffing,,Tom Schoeps,,"Area Majority / Influence,Auction/Bidding",Goldsieber Spiele,351,6.56551,-1.7513261,-14.019089,4.0619864
584,84,669,6.0,45.0,0.0,2.0,15.0,Plague & Pestilence,1993,Paul Dale,"Card Game,Medieval",,"Tray Green,Dawn Payn",Medical: Diseases,"Card Drafting,Dice Rolling,Take That","Chessex,Hillary's Toy Box",681,6.1957,2.244085,9.762454,20.623741
585,85,670,2.0,120.0,12.0,1.0,120.0,Starship Troopers,1976,"George Goebel,Richard Hamblen,Looking Glass Photographics,Emily March,Randall C. Reed","Novel-based,Science Fiction,Wargame",,Randall C. Reed,"Players: Games with Solitaire Rules,Players: Wargames with Solitaire Rules","Dice Rolling,Grid Movement,Hexagon Grid,Line of Sight,Movement Points,Ratio / Combat Results Table,Scenario / Mission / Campaign Game,Secret Unit Deployment,Simulation,Solo / Solitaire Game",The Avalon Hill Game Co,1195,6.52859,-54.42691,33.22743,7.63219
586,86,671,2.0,240.0,12.0,2.0,240.0,Bull Run: The First Major Battle of the American Civil War,1983,"Dale Sheaffer,Chris White (I)","American Civil War,Civil War,Post-Napoleonic,Wargame",,Richard Hamblen,"Country: USA,Players: Two Player Only Games,States: Virginia","Dice Rolling,Hexagon Grid,Ratio / Combat Results Table,Simulation",The Avalon Hill Game Co,221,6.36136,-72.54569,34.238102,15.079651
587,87,673,6.0,120.0,12.0,2.0,120.0,Star Traders,1987,"Mark Chandler,Frank Kelly Freas,C. Bradford Gorby,Denis Loubet","Economic,Science Fiction",,David Ladyman,,Pick-up and Deliver,"Laurin Verlag,Steve Jackson Games",210,6.32214,-11.116334,-8.138953,16.27016
591,91,677,8.0,20.0,12.0,3.0,20.0,Would You Rather...?,1998,,Party Game,,Randall Horn,Game: Would You Rather...?,Voting,"Alga,Lagoon Games,Spin Master Ltd.,Zobmondo!! Entertainment LLC",687,4.35942,29.615263,22.377638,40.488415
593,93,679,6.0,60.0,12.0,1.0,60.0,Minion Hunter,1992,Larry Elmore,"Horror,Science Fiction",,Lester Smith,Versions & Editions: Board Game Versions of Role-Playing Games,"Action Points,Cooperative Game,Variable Player Powers",Game Designers' Workshop,198,6.19384,-8.420155,28.618216,21.808397
594,94,680,4.0,90.0,10.0,2.0,90.0,Dune,1984,,"Movies / TV / Radio theme,Novel-based,Science Fiction",,Brad Stock,Books: Dune,"Betting and Bluffing,Dice Rolling,Player Elimination,Roll / Spin and Move,Take That","Clipper,Parker Brothers",340,5.75721,29.859745,15.2999935,37.793022
595,95,681,2.0,20.0,8.0,2.0,20.0,Quarto,1991,,Abstract Strategy,,Blaise Muller,"Category: Combinatorial,Digital Implementations: Board Game Arena,Misc: Mensa Select,Players: Two Player Only Games,Promotional: Promo Board Games,Series: Basic (Gigamic),Series: Classic (Gigamic)","I Cut, You Choose,Pattern Building,Pattern Recognition","Gigamic,Back Alley Games,Family Games, Inc.,Fundex,G3,Great American Trading Company,Identity Games International B.V.,Korea Boardgames Co., Ltd.,Mitra,Oficina do Aprendiz,Pressman Toy Corp.",6047,6.86067,13.382146,-70.420845,-1.4876616
597,97,684,6.0,30.0,8.0,2.0,30.0,Monopoly: The Card Game,2000,Steven Strumpf,"Card Game,Economic,Negotiation",,Phil Orbanes Sr.,"Cities: Atlantic City (New Jersey, USA),Game: Monopoly (Official),Series: Monopoly Derivatives (Official),Traditional Card Games: Rummy,Versions & Editions: Card Versions of Non-Card Games","Set Collection,Trading","Competo / Marektoy,Nilco S.A.,Nordic Games GmbH,Top Cards,Winning Moves Games (USA)",621,5.52174,-11.671475,-18.909481,56.36073
599,99,686,4.0,60.0,10.0,3.0,60.0,Dr. Jekyll & Mr. Hyde,1997,"Carsten Fuhrmann,Robert Korschofski,Amelia Sales","Bluffing,Card Game",,Wolfgang Werner,Books: Dr. Jekyll and Mr. Hyde,Trick-taking,"Bambus Spieleverlag,Mont Tàber",460,6.76086,40.137794,64.3178,-34.775555
600,100,687,4.0,60.0,12.0,2.0,60.0,Cabale,1999,,Abstract Strategy,,Roland Siegers,Series: Goldsieber Royal,,"Goldsieber Spiele,Rio Grande Games",152,6.19276,42.379265,-1.5574884,21.90641
604,104,691,5.0,60.0,10.0,3.0,60.0,Timbuktu,1993,Jo Hartwig,"Deduction,Economic",,Dirk Henn,"Animals: Camels,Continents: Africa,Country: Mali","Hand Management,Memory,Simultaneous Action Selection","Queen Games,db-Spiele",1752,6.66231,-0.19887139,-8.836633,-5.439391
605,105,692,7.0,150.0,12.0,2.0,150.0,Wizard Kings,2000,"Laryn Bakker,Edward Beard, Jr.,Heather Bruton,Joel Burslem,Nicole Cardiff,Christopher Moeller,Joe Veen","Fantasy,Wargame",,"Tom Dalgliesh,Grant Dalgliesh","Components: Block Wargames,Game: Wizard Kings","Dice Rolling,Hexagon Grid,Modular Board,Secret Unit Deployment,Variable Player Powers","Columbia Games,Tilsit",1187,6.7177,-34.486027,29.162367,-6.3519807
607,107,696,6.0,45.0,10.0,3.0,45.0,The Big Idea,2000,Damon S. Brown,"Card Game,Party Game",,James Ernest,,"Player Judge,Stock Holding,Voting","Arclight,Cheapass Games",823,6.29483,42.472588,25.715496,10.531117
608,108,697,4.0,90.0,10.0,3.0,90.0,Conspiracy,1973,,"Bluffing,Memory,Spies/Secret Agents",,Eric Solomon,Series: Buchkassette (Pelikan),"Betting and Bluffing,Memory,Pick-up and Deliver","AMIGO,Clipper,Condor,Gibsons,Milton Bradley,Pelikan",596,6.23825,76.45228,11.412807,20.19876
609,109,698,5.0,20.0,15.0,3.0,20.0,Gother Than Thou,2000,,Card Game,,R. Hunter Gough,,,Savant Garde Entertainment,210,4.62722,47.281185,1.2833709,41.39222
610,110,699,5.0,90.0,14.0,2.0,90.0,HeroQuest,1989,"Gary Chalk,Max Dunbar,Les Edwards","Adventure,Exploration,Fantasy,Fighting",,Stephen Baker,"Category: Dungeon Crawler,Components: Miniatures,Game: HeroQuest,Mechanism: Campaign Games,Players: One versus Many,Setting: Warhammer Fantasy Board Games","Dice Rolling,Die Icon Resolution,Grid Movement,Modular Board,Role Playing,Roll / Spin and Move,Scenario / Mission / Campaign Game,Square Grid,Team-Based Game,Variable Player Powers","Games Workshop Ltd.,Milton Bradley,Avalon Hill Games, Inc.,Estrela,El Greco,Hasbro,MB Giochi,MB Jeux,MB Juegos,MB peli,MB spel,MB Spellen,MB Spiele,MB spil (Danish),Takara",11196,7.14047,2.7768366,39.367672,0.77931595
611,111,700,2.0,60.0,9.0,2.0,60.0,Battle Masters,1992,Chris Baker,"Fantasy,Fighting,Miniatures,Wargame",,Stephen Baker,"Players: Two Player Only Games,Setting: Warhammer Fantasy Board Games","Chit-Pull System,Dice Rolling,Die Icon Resolution,Grid Movement,Hexagon Grid,Turn Order: Random,Variable Phase Order,Variable Player Powers","MB Giochi,MB Jeux,MB Juegos,MB Spellen,MB Spiele,Milton Bradley,Nomura Toy",2208,6.29009,-37.5277,45.866673,9.013646
612,112,701,2.0,240.0,12.0,2.0,240.0,A House Divided: War Between the States 1861-65,1981,"Frank Chadwick,Rich Hasenauer,Jason Juta,William H. Keith, Jr.,Franz Vohwinkel","American Civil War,Civil War,Post-Napoleonic,Wargame",,"Frank Chadwick,Alan Emrich","Country: USA,Players: Two Player Only Games,Series: American Civil War (Mayfair)","Dice Rolling,Point to Point Movement,Simulation","Diseños Orbitales,Game Designers' Workshop,Mayfair Games,Phalanx Games B.V.",1934,7.08223,-72.892876,34.415215,-19.875519
613,113,702,4.0,120.0,12.0,2.0,120.0,Wabbit Wampage,1985,,"Comic Book / Strip,Farming,Humor",,Mark Acres,"Admin: Better Description Needed!,Animals: Rabbits","Action Points,Hand Management,Variable Player Powers",Pacesetter,217,5.97634,18.700558,73.90318,31.364447
615,115,704,6.0,45.0,7.0,2.0,45.0,Montgolfiere,1992,Dominique Ehrhard,"Aviation / Flight,Racing",,Dominique Ehrhard,"Sports: Aerial Racing,Theme: Hot Air Balloons","Auction/Bidding,Hand Management,Simultaneous Action Selection",Eurogames,588,5.85203,-56.92322,13.671865,35.627644
617,117,706,4.0,240.0,12.0,2.0,180.0,Frederick the Great: The Campaigns of The Soldier King,1975,"Rodger B. MacGowan,Redmond A. Simonsen","Age of Reason,Wargame",,"Edward Curran,Frank Davis","History: Age of Kings,History: Seven Years War,Magazine: Strategy & Tactics","Dice Rolling,Grid Movement,Hexagon Grid,Ratio / Combat Results Table,Roll / Spin and Move,Scenario / Mission / Campaign Game,Simulation,Zone of Control","The Avalon Hill Game Co,Hobby Japan,SPI (Simulations Publications, Inc.)",447,6.9302,-62.097664,30.73497,-47.464058
621,121,710,2.0,20.0,8.0,2.0,20.0,Snit's Revenge!,1977,Tom Wham,"Fantasy,Fighting",Snits!,Tom Wham,"Magazine: Dragon,Players: Two Player Only Games,Series: Snits (Dragon Magazine)","Area Movement,Dice Rolling,Secret Unit Deployment",TSR,391,6.19425,0.37312573,6.870162,21.145445
622,122,711,6.0,120.0,10.0,2.0,120.0,Elfenroads,1992,Doris Matthäus,"Fantasy,Transportation",,Alan R. Moon,"Admin: Better Description Needed!,Creatures: Fairies / Elves / Pixies,Game: Elfenroads",Auction/Bidding,White Wind,294,7.05959,-18.651949,-39.364056,-60.51404
623,123,712,2.0,180.0,12.0,2.0,180.0,Blood Bowl (Third Edition),1994,"Wayne England,David Gallagher,Richard Wright","Fantasy,Fighting,Miniatures,Sports",,Jervis Johnson,"Game: Blood Bowl,Players: Two Player Only Games,Series: Specialist Games (Games Workshop),Setting: Warhammer Fantasy Board Games,Theme: Fantasy Sports","Dice Rolling,Grid Movement,Variable Player Powers",Games Workshop Ltd.,5324,7.54461,51.425224,42.923023,-12.0744
624,124,713,6.0,60.0,10.0,2.0,60.0,Nuclear War,1965,"Steven S. Crompton,Gary Freeman,Brian McCrary","Card Game,Modern Warfare,Negotiation,Political,Wargame",,Douglas Malewicki,"Crowdfunding: Kickstarter,Series: Nuclear War (FBI),Theme: Nuclear option","Action Queue,Hand Management,Take That","Flying Buffalo, Inc. (FBI)",2824,6.21679,-47.337105,50.510887,8.810189
625,125,714,6.0,240.0,9.0,2.0,240.0,Talisman,1983,"Christos Achilleos,Ryszard Antoniszczak,Gary Chalk,Peter Andrew Jones","Adventure,Exploration,Fantasy,Fighting",,Robert Harris,Game: Talisman,"Dice Rolling,Role Playing,Roll / Spin and Move,Variable Player Powers","Games Workshop Ltd.,Altar Games,Casper,Gallimard,Kod Kod,Pelito,Protocol Productions,R.I.P.A.,Schmidt Spiele,Sfera,Target Games,Ventura International",5160,6.35224,-3.856066,40.310417,-2.0472867
626,126,715,6.0,180.0,12.0,2.0,180.0,Escape from Colditz,1973,"Antonio Catalán,Peter Dennis","Adventure,World War II",,"Bob Brechin,Brian Degas,Major P.R. Reid M.B.E., M.C.","Cities: Colditz (Saxony, Germany),Players: One versus Many","Card Drafting,Elapsed Real Time Ending,Grid Movement,Hexagon Grid,Roll / Spin and Move,Set Collection,Simulation","Clipper,Devir,Factor Games,Gibsons,Nike and Cooper Española, S.A.,Osprey Games,Parker Brothers,Smeets & Schippers",3056,6.66491,54.327793,-29.424017,-2.8693776
627,127,716,4.0,15.0,4.0,2.0,10.0,Pizza Party,1987,,"Children's Game,Memory",,(Uncredited),"Food & Drink: Pizza,Theme: Food / Cooking","Memory,Set Collection","Borras Plana S.A.,Parker Brothers,Tactic,Winning Moves Games (USA)",124,5.02298,78.984375,6.385546,44.03071
628,128,718,5.0,90.0,12.0,2.0,90.0,Galaxy: The Dark Ages,2000,"Rodger B. MacGowan,Kurt Miller,Mark Simonitch","Card Game,Science Fiction",,"Don Greenwood,Reiner Knizia",Series: Betting Trilogy (Reiner Knizia),Betting and Bluffing,GMT Games,591,6.26928,27.103155,13.890041,18.173904
629,129,719,4.0,120.0,12.0,2.0,120.0,Tyranno Ex,1990,"Jean Baer,Dave Dobyski,Charles S. Jarboe, Jr.,Charles Kibler,Michael Präpasser","Fighting,Prehistoric",,Karl-Heinz Schmiel,"Admin: Better Description Needed!,Animals: Dinosaurs,Theme: Evolution","Card Drafting,Dice Rolling","The Avalon Hill Game Co,Moskito Spiele",430,6.46127,13.944261,-56.01413,11.210987
630,130,720,5.0,180.0,12.0,2.0,90.0,Fast Food Franchise,1992,"Jennifer Angerman,Armand Cabrera",Economic,,Thomas Lehmann,Theme: Food / Cooking,Roll / Spin and Move,"Prism Games,TimJim Games",387,6.35021,9.365712,-14.252879,15.511856
633,133,723,4.0,60.0,9.0,2.0,60.0,The Uncanny X-Men Alert Adventure Game,1992,,"Comic Book / Strip,Fighting",,Richard Borg,"Comic Books: Marvel Universe,Comic Books: The X-Men,Theme: Superheroes",Action Points,Pressman Toy Corp.,432,6.11726,16.573664,70.02731,24.57532
634,134,724,6.0,120.0,12.0,2.0,120.0,Chill: Black Morn Manor,1985,"Andria Hayday,Oliver Schlemmer,Stephen Sullivan","Adventure,Horror",,Troy Denning,"Creatures: Ghosts,Creatures: Monsters,Creatures: Vampires,Creatures: Werewolves,Creatures: Zombies,Theme: Spooky Old Houses,Versions & Editions: Board Game Versions of Role-Playing Games","Dice Rolling,Events,Grid Movement,Square Grid,Team-Based Game,Tile Placement,Variable Set-up","Klee,Pacesetter,Schmidt International,Schmidt Spiele,Truant Spiele",418,5.98993,-39.56619,16.70768,30.445145
638,138,730,2.0,240.0,12.0,2.0,240.0,Breakout: Normandy,1992,"Charles Kibler,Art Lupinacci","Wargame,World War II",,"Don Greenwood,James Stahler","Country: France,Country: Germany,Players: Two Player Only Games,Region: Normandy (France),Series: Area-impulse (Avalon Hill)","Advantage Token,Area Movement,Area-Impulse,Dice Rolling,Simulation","The Avalon Hill Game Co,L2 Design Group",1005,7.67066,-53.698395,-10.032691,-26.297882
644,144,736,5.0,90.0,12.0,3.0,90.0,San Francisco,2000,Oliver Freudenreich,City Building,,"Thorsten Löpmann,Andreas Wetter","Cities: San Francisco (California, USA)",Auction/Bidding,AMIGO,312,6.18756,-34.40334,-19.434307,21.706299
648,148,741,2.0,180.0,12.0,2.0,180.0,Trajan,1991,"Eric Brune,Callie Cummins,Mark Simonitch","Ancient,Wargame",,Joseph Miranda,"Ancient: Rome,History: Roman Empire,Magazine: Strategy & Tactics,Players: Two Player Only Games,Series: Ancient Wars (Strategy and Tactics)","Dice Rolling,Hexagon Grid",Decision Games (I),117,6.83423,-36.112293,-2.3249307,-39.811806
652,152,746,2.0,180.0,12.0,2.0,180.0,"The Game of France, 1940: German Blitzkrieg in the West",1972,Redmond A. Simonsen,"Wargame,World War II",,Jim Dunnigan,"Country: Belgium,Country: France,Country: Germany,Magazine: Strategy & Tactics,Players: Two Player Only Games,Series: Kursk (SPI)","Dice Rolling,Grid Movement,Hexagon Grid,Movement Points,Ratio / Combat Results Table,Scenario / Mission / Campaign Game,Simulation,Variable Set-up,Zone of Control","The Avalon Hill Game Co,SPI (Simulations Publications, Inc.)",508,5.9137,-60.616894,31.773405,33.82877
