Unnamed: 0,Unnamed: 0.1,game_id,max_players,max_playtime,min_age,min_players,min_playtime,name,year_published,artist,category,compilation,designer,family,mechanic,publisher,users_rated,average_rating,x,y,z
74173,266,211734,5.0,60.0,12.0,3.0,60.0,Master of Respect,2016,"ヒョーゴノスケ (Hyogonosuke),Takashi Yamauchi",Card Game,,Kentaro Yazawa,"Crowdfunding: Kickstarter,Misc: LongPack Games","Action Queue,Variable Phase Order","Hobby Japan,Hoy Games",268,7.17235,-16.397078,6.700203,-56.541164
74183,276,211808,6.0,45.0,14.0,2.0,15.0,OrcQuest,2017,"Nicolas Amoroso,Loïc Muzy,Daniel Zrom","Card Game,Fantasy,Humor",,"Yoann Bugny,Thomas Maufroid",Crowdfunding: Kickstarter,"Card Drafting,Hand Management,Take That",Maze Games,192,6.6899,7.9680433,15.1107645,-8.790542
74201,294,211940,5.0,32.0,6.0,1.0,16.0,Okey Dokey,2016,Ryo Nyamo,"Animals,Card Game,Music",,Hisashi Hayashi,,"Cooperative Game,Hand Management","OKAZU Brand,Tasty Minstrel Games",760,6.51439,65.23705,-48.73898,7.1932626
74210,303,211996,6.0,40.0,21.0,2.0,10.0,Drinking Fluxx,2017,Derek Ring,Card Game,,Andrew Looney,Game: Fluxx,"Hand Management,Set Collection",Fully Baked Ideas,160,6.32679,-2.5085373,-4.913199,16.11653
74212,305,212027,10.0,10.0,13.0,1.0,10.0,Balloon Pop!,2017,"Sebastián Koziner,Nate Call","Dice,Video Game Theme",,Andy Van Zandt,"Digital Implementations: Board Game Arena,Mechanism: Roll-and-Write","Paper-and-Pencil,Push Your Luck","Arclight,Tasty Minstrel Games",259,5.2861,18.547112,-19.551865,47.372948
74228,321,212281,5.0,180.0,14.0,1.0,30.0,Village Attacks,2018,"Fernando Armentano,Aleksandra Bilic,Björn Hurri,Henning Ludvigsen","Fantasy,Horror,Medieval,Mythology,Puzzle",,Adam Smith (I),"Admin: Better Description Needed!,Category: Tower Defense,Components: Miniatures,Creatures: Monsters,Creatures: Vampires,Crowdfunding: Kickstarter,Players: Games with Solitaire Rules,Theme: Villainy","Area Movement,Cooperative Game,Dice Rolling,Modular Board,Solo / Solitaire Game,Variable Player Powers","ADC Blackfire Entertainment GmbH,Grimlord Games,Last Level,Wyrd Edizioni",1005,7.56023,-18.88464,11.33078,-27.882875
74235,328,212346,4.0,120.0,12.0,1.0,120.0,Shadows of Brimstone: Forbidden Fortress,2018,"Mariusz Gandzel,Gaël Goumon,Jack Scott Hill,Ralph Horsley,Tomasz Jedruszek,Matthew Morgaine,Brian Snoddy,Ben Wootten","Adventure,Exploration,Fantasy,Fighting,Horror,Miniatures",,Jason C. Hill,"Category: Dungeon Crawler,Country: Japan,Crowdfunding: Kickstarter,Game: Shadows of Brimstone,Mechanism: Campaign Games","Cooperative Game,Dice Rolling,Grid Movement,Modular Board,Variable Player Powers",Flying Frog Productions,491,8.56322,-10.032687,36.85186,-14.904346
74238,331,212370,2.0,30.0,0.0,2.0,20.0,Omen: Edge of the Aegean,2016,"Chris Byer,Aditya Ikranegara,Daryl Toh Liem Zhan","Ancient,Card Game,Fantasy,Fighting,Mythology",,John Clowdus,"Crowdfunding: Kickstarter,Game: Omen A Reign of War,Players: Two Player Only Games","Area Majority / Influence,Hand Management,Variable Player Powers","Kolossal Games,Small Box Games",159,7.43805,-24.939768,10.637787,-30.73299
74239,332,212376,4.0,15.0,8.0,2.0,10.0,Stroop,2017,"Josh Cappel,Christopher Kirkman,Małgorzata Wójcicka","Action / Dexterity,Card Game,Party Game,Real-time",,Jonathan Chaffer,,Pattern Recognition,"Grand Gamers Guild,Nasza Księgarnia",251,6.40454,45.54913,-46.781075,13.62592
74240,333,212378,4.0,35.0,8.0,2.0,20.0,Dragon Pets,2016,Davide Corsi,"Animals,Card Game,Dice",,"Paolo Cecchetto,Christian Giove",Creatures: Dragons,"Grid Movement,Set Collection","Japanime Games,Pendragon Game Studio",122,6.52008,7.6709285,-8.010252,5.122031
74242,335,212382,4.0,60.0,8.0,2.0,60.0,Yangtze,2016,Klemens Franz,,,Reiner Knizia,"Country: China,Rivers: Yangtze","Auction/Bidding,Set Collection",Piatnik,184,6.48848,10.360723,-83.31546,6.0880494
74246,339,212402,4.0,60.0,14.0,2.0,45.0,The Grimm Forest,2018,"Lina Cossette,David Forest","Animals,Fantasy",,Tim Eisner,"Animals: Pigs,Animals: Wolves,Authors: The Brothers Grimm,Components: Game Trayz Inside,Components: Miniatures,Creatures: Fairies / Elves / Pixies,Crowdfunding: Kickstarter,Folk Tales & Fairy Tales: Three Little Pigs,Game: The Grimm Forest,Misc: LongPack Games","Rock-Paper-Scissors,Set Collection,Simultaneous Action Selection,Take That","Druid City Games,Cube Factory of Ideas,Game Harbor,Hobby World,Last Level,Lucky Duck Games,Mirakulus",4634,7.13672,4.9667487,60.498077,-10.471131
74247,340,212404,9.0,10.0,8.0,3.0,10.0,In Vino Morte,2016,"Oleksandr Grekhov,Ben Toz","Bluffing,Card Game,Deduction,Party Game,Print & Play",,Chris Anderson,"Food & Drink: Wine,Misc: No Table Needed,Series: Pocket Games series (Kozak Games),Series: Wallet Games (Button Shy)",Player Elimination,"Button Shy,KOZAK Games",223,6.96924,19.024529,15.100415,-48.71734
74250,343,212445,2.0,120.0,12.0,2.0,45.0,Blood Bowl (2016 Edition),2016,"Wayne England,David Gallagher,Pete Knifton,Richard Wright","Collectible Components,Fantasy,Fighting,Miniatures,Sports",,"James M. Hewitt,Andy Hoare,Jervis Johnson","Components: Miniatures,Game: Blood Bowl,Mechanism: Campaign Games,Players: Two Player Only Games,Series: Specialist Games (Games Workshop),Setting: Warhammer Fantasy Board Games,Theme: Fantasy Sports","Critical Hits and Failures,Dice Rolling,Grid Movement,Movement Points,Variable Player Powers",Games Workshop Ltd.,2296,8.05883,-23.937065,49.48364,-13.295106
74252,345,212450,5.0,90.0,14.0,2.0,45.0,Crossroads of Heroes,2018,Pat Piper,Fighting,,Pat Piper,"Country: China,Crowdfunding: Kickstarter","Hand Management,Variable Player Powers",(Self-Published),154,7.28247,-3.1695688,6.6532445,-44.670235
74256,349,212487,4.0,60.0,12.0,2.0,30.0,AFFLICTION: Salem 1692,2017,Lissanne Lake,Political,,Dan Hundycz,"Crowdfunding: Kickstarter,States: Massachusetts,Theme: Witches","Card Drafting,Simulation,Take That,Variable Player Powers,Worker Placement",DPH Games Inc,169,7.2557,8.711192,6.4155226,-45.197556
74262,355,212516,4.0,120.0,14.0,2.0,90.0,Keyper,2017,Vicki Dalton,"City Building,Economic,Farming,Medieval",,Richard Breese,"Components: Meeples (Animal) / Animeeples,Crowdfunding: Kickstarter,Series: Key (Richard Breese)","Area Majority / Influence,Set Collection,Tile Placement,Worker Placement","R&D Games,HUCH!",1705,7.33817,-13.020725,-55.285385,-21.74831
74265,358,212551,2.0,15.0,12.0,2.0,15.0,Qwixx: Das Duell,2016,,Dice,,Steffen Benndorf,"Game: Qwixx,Players: Two Player Only Games,Versions & Editions: Two-Player Versions of More-Player Games",Dice Rolling,"Nürnberger-Spielkarten-Verlag,White Goblin Games",226,6.73184,11.585686,-4.7817297,-32.872288
74273,366,212580,2.0,45.0,10.0,2.0,20.0,Mega Man Pixel Tactics: Mega Man Blue,2017,,"Card Game,Video Game Theme",,"D. Brad Talton, Jr.","Game: Pixel Tactics,Players: Two Player Only Games","Hand Management,Variable Player Powers","Jasco Games,Level 99 Games",223,7.25803,-2.7305756,51.152813,-45.08132
74274,367,212581,2.0,45.0,10.0,2.0,20.0,Mega Man Pixel Tactics: Proto Man Red,2017,,"Card Game,Video Game Theme",,"D. Brad Talton, Jr.","Game: Pixel Tactics,Players: Two Player Only Games","Hand Management,Variable Player Powers","Jasco Games,Level 99 Games",128,7.37969,-2.7305756,51.152813,-41.54807
74286,379,212662,4.0,60.0,13.0,2.0,30.0,The Red Dragon Inn 6: Villains,2017,Erin Wong,"Card Game,Fantasy,Humor,Party Game",,"Jeff Morrow,Sam Waller","Crowdfunding: Kickstarter,Game: The Red Dragon Inn","Betting and Bluffing,Hand Management,Player Elimination,Variable Player Powers","Hobby World,SlugFest Games",275,8.04727,24.170578,16.5946,-16.673264
74309,402,212765,4.0,20.0,8.0,1.0,20.0,Songbirds,2016,"ことり寧子 (Kotori Neiko),Claire Donaldson","Abstract Strategy,Animals,Card Game",,ゆお (Yuo),"Animals: Birds,Players: Games with Solitaire Rules,Theme: Nature","Area Majority / Influence,Hand Management","こっち屋 (Kocchiya),Daily Magic Games,Gen-X Games,Homosapiens Lab,Pixie Games,Schwerkraft-Verlag",1023,6.8721,1.3229144,-24.623692,-37.65413
74321,414,212839,5.0,90.0,10.0,2.0,60.0,Heroes Welcome,2019,"Thomas Denmark,Dustin Foust,Benjamin Shulman","Economic,Fantasy",,"Eduardo Baraf,Marc LeBlanc",,"Pick-up and Deliver,Set Collection,Worker Placement","Monkey Jump Games, LLC,Pencil First Games, LLC",154,7.29221,-11.575296,-9.044275,-43.3703
74323,416,212873,6.0,45.0,8.0,2.0,45.0,Level 8: Das Kartenspiel,2016,Arthur Wagner,Card Game,Stadt Land Spielt Minierweiterungen 2016,(Uncredited),,Set Collection,Ravensburger,167,5.27162,-4.4517117,-6.577816,47.162197
74336,429,212956,8.0,60.0,10.0,1.0,30.0,Room 25 Ultimate,2016,"Daniel Balage,Camille Durand-Kriegel","Bluffing,Horror,Maze,Movies / TV / Radio theme,Science Fiction","Room 25,Room 25: Season 2",François Rouzé,,"Action Queue,Cooperative Game,Memory,Modular Board,Player Elimination,Simultaneous Action Selection,Team-Based Game,Traitor Game,Variable Player Powers","Board Game Box,Lavka Games,Matagot,Nova Era (Нова Ера),Rebel Sp. z o.o.,Surfin' Meeple China",522,7.38317,30.506363,33.982506,-31.361685
74337,430,212958,4.0,90.0,14.0,2.0,60.0,Space Freaks,2017,"Markku Laine,Harri Tarkka","Miniatures,Science Fiction",,"Kare Jantunen,Max Wikström",,"Area Movement,Variable Player Powers","Lautapelit.fi,Stronghold Games",217,6.75327,-19.503603,31.53206,-33.433792
74360,453,213149,4.0,90.0,10.0,2.0,50.0,The King's Will,2017,Harald Lieske,"Farming,Industry / Manufacturing,Medieval,Territory Building",,Hans-Peter Stoll,Game: The King's Will,,ADC Blackfire Entertainment GmbH,331,7.00477,-16.08821,-55.92734,-50.01008
74366,459,213266,2.0,15.0,8.0,2.0,15.0,Circle the Wagons,2017,"Loïc Billiau,Bryan Fischer,Beth Sobel","American West,Card Game,City Building",,"Steven Aramini,Danny Devine,Paul Kluka","Category: Combinatorial,Contests: Button Shy Game Design Contests and Challenges,Crowdfunding: Kickstarter,Game: Circle the Wagons,Mechanism: Partially overlapping cards,Players: Games with expansions that add solo play,Players: Two Player Only Games,Series: Wallet Games (Button Shy)","Card Drafting,Contracts,Layering,Set Collection,Tile Placement","Button Shy,Frosted Games,Lucky Duck Games,Quined Games,Salt & Pepper Games",2188,7.17761,3.1053977,-49.93824,-20.613943
74382,475,213370,4.0,30.0,8.0,1.0,30.0,Castles of Caladale,2017,"Erin Koehler,Anita Osburn","Fantasy,Medieval,Puzzle,Real-time",,David Wilkinson,"Creatures: Dragons,Theme: Construction","Modular Board,Pattern Building,Tile Placement","2 Pionki,Portal Games,Renegade Game Studios",855,6.40853,32.125126,-33.733906,10.255
74386,479,213421,10.0,0.0,3.0,1.0,10.0,Monster Kit,2016,"Katarzyna Fic,Manu Sánchez Montero,Manu Palau","Card Game,Children's Game",,Manu Sánchez Montero,Crowdfunding: Verkami,Set Collection,"Muduko,Nexo Ediciones,Tranjis Games",101,7.17168,14.805506,-9.730458,-56.393913
74390,483,213460,6.0,75.0,10.0,2.0,45.0,Unlock!: Escape Adventures,2017,"Florian de Gesincourt,Arnaud Demaegd,Legruth,Pierre Santamaria","Card Game,Exploration,Puzzle,Real-time","Unlock!: Escape Adventures – Squeek & Sausage,Unlock!: Escape Adventures – The Formula,Unlock!: Escape Adventures – The Island of Doctor Goorse","Alice Carroll,Thomas Cauët,Cyril Demaegd","Category: Escape Room Games,Components: Digital Hybrid – App/Website Required,Series: Unlock! (Space Cowboys)","Cooperative Game,Scenario / Mission / Campaign Game,Storytelling","Space Cowboys,ADC Blackfire Entertainment,Asmodee,Asmodee China,Asterion Press,Gém Klub Kft.,JD Éditions,Kaissa Chess & Games,Korea Boardgames Co., Ltd.,Lifestyle Boardgames Ltd,Meanbook Games,Morapiaf,Rebel Sp. z o.o.,Siam Board Games",5039,7.41817,41.35062,-30.521168,-11.88414
74394,487,213491,6.0,10.0,6.0,2.0,10.0,The Legend of the Wendigo,2017,Nikao,"Children's Game,Memory",,Christian Lemay,,"Cooperative Game,Hidden Movement,Memory","Asmodee,IELLO,Le Scorpion Masqué",187,6.01666,20.913385,53.775978,29.58582
74395,488,213492,5.0,30.0,10.0,2.0,30.0,Pyramids,2017,"Camille Chaussy,Michael Menzel","Ancient,Card Game",,"Matthew Dunstan,Brett J. Gilbert",Country: Egypt,"Card Drafting,Pattern Building","Hobby Japan,Hutter Trade GmbH + Co KG,IELLO",891,6.76496,21.451641,-30.742666,-34.84285
74398,491,213497,2.0,720.0,14.0,1.0,120.0,"Red Storm: The Air War Over Central Germany, 1987",2019,"Dariusz Buraczewski,Antonis Karidis,Charles Kibler,Mark Simonitch","Aviation / Flight,Modern Warfare,Wargame",,Douglas Bush,"Country: Germany,History: Cold War","Dice Rolling,Grid Movement,Hexagon Grid,Simulation",GMT Games,117,8.38675,-52.968075,44.003162,-14.078073
74402,495,213503,4.0,40.0,8.0,2.0,20.0,The Brigade,2018,Alex Wynnter,"Adventure,Fantasy,Territory Building",,"Ben Hoban,Alex Wynnter","Admin: Better Description Needed!,Crowdfunding: Kickstarter,Theme: Firefighting","Action Points,Area Majority / Influence,Modular Board,Pick-up and Deliver,Set Collection",Red Genie Games,301,6.78176,-19.354292,-9.872536,-35.425686
74406,499,213549,5.0,60.0,14.0,3.0,45.0,Spoils of War,2017,"Nick Deligaris,David Kegg","Bluffing,Dice",,"Jason Medina,Bryan Pope","Mechanism: Bluffing – Dice Cup,Theme: Vikings","Betting and Bluffing,Card Drafting,Dice Rolling,Set Collection",Arcane Wonders,406,6.92638,26.710262,12.823426,-47.306534
74421,14,213648,2.0,120.0,12.0,2.0,90.0,South Pacific: Breaking the Bismarck Barrier 1942-1943,2016,"Rodger B. MacGowan,Mark Simonitch","Nautical,Wargame,World War II",,Mark Herman,"Magazine: C3i,Players: Two Player Only Games,Series: Empire of the Sun (RBM Studio)","Campaign / Battle Card Driven,Dice Rolling,Grid Movement,Hexagon Grid,Simulation",RBM Studio,168,7.81786,-48.586643,21.876179,-24.305801
74422,15,213661,5.0,75.0,8.0,2.0,45.0,Food Truck Champion,2017,Claire Donaldson,"Card Game,Economic,Industry / Manufacturing",Food Truck Champion: Kickstarter Edition,"Nicole Jekich,Luke Turpeinen","Crowdfunding: Kickstarter,Theme: Food / Cooking,Theme: Trucks","Card Drafting,Follow,Hand Management,Pattern Building,Set Collection","Daily Magic Games,Schwerkraft-Verlag",436,6.60101,-45.67034,-24.799006,-4.215827
74423,16,213670,4.0,120.0,10.0,3.0,60.0,Munchkin X-Men,2017,Casey Sershon,"Card Game,Comic Book / Strip,Fighting",,Andrew Wolf,"Comic Books: Marvel Universe,Comic Books: The X-Men,Game: Munchkin,Theme: Superheroes","Card Drafting,Dice Rolling,Take That,Variable Player Powers","The Op,Steve Jackson Games",308,7.05444,18.168705,70.01889,-60.6121
74438,31,213788,6.0,30.0,13.0,1.0,30.0,Ascension: Year Three Collector's Edition,2016,Eric Sabee,"Card Game,Fantasy","Ascension: Chronicle of the Godslayer – Big Bad Bunny Promo Card,Ascension: Chronicle of the Godslayer – Constricting Horror Promo Card,Ascension: Chronicle of the Godslayer – Eye of the Serpent Promo Card,Ascension: Chronicle of the Godslayer – Shuffletron 2K13 Promo Card,Ascension: Darkness Unleashed,Ascension: Eternal Tormentor Promo Card,Ascension: Explosive Swarm Promo,Ascension: Rise of Vigil,Ascension: Rise of Vigil – Lotus Siren Promo Card,Ascension: Rise of Vigil – Mudfin Angler Promo Card,Ascension: Rise of Vigil – Raving Prophet Promo Card,Ascension: Rise of Vigil – Tinkering Monk Promo Card,Ascension: Storm of Souls – Moon Staff Promo,Ascension: Temporal Excavator Promo Card",Justin Gary,"Game: Ascension Deck Building,Players: Games with Solitaire Rules","Card Drafting,Deck, Bag, and Pool Building,Hand Management",Stone Blade Entertainment,166,8.02952,-14.251778,18.934443,-16.915047
74458,51,213882,4.0,20.0,7.0,2.0,20.0,Mole Rats in Space,2017,Jim Paillot,"Animals,Children's Game,Science Fiction",,Matt Leacock,Traditional Games: Snakes and Ladders,"Cooperative Game,Point to Point Movement","Peaceable Kingdom,Game Factory,GoKids 玩樂小子",373,7.04169,18.145555,-12.920062,-60.729935
74463,56,213893,4.0,80.0,13.0,2.0,40.0,Yamataï,2017,Jérémie Fleury,Mythology,,"Bruno Cathala,Marc Paquien",Country: Japan,"Action Drafting,Contracts,Modular Board,Network and Route Building","Days of Wonder,Rebel Sp. z o.o.",5625,7.21944,-18.141794,-33.300243,-0.8955516
74466,59,213953,2.0,30.0,12.0,2.0,10.0,Pyramid Poker,2017,"Hal Mangold,Jennifer Vargas",,,"Aaron Weissblum,Norman Woods","Players: Two Player Only Games,Traditional Card Games: Poker","Pattern Building,Push Your Luck",R&R Games,621,6.60261,10.416043,-81.88568,-4.5716534
74470,63,213984,5.0,75.0,10.0,2.0,45.0,Notre Dame: 10th Anniversary,2017,"Javier González Cava,Harald Lieske","Economic,Renaissance","The Castles of Burgundy: 8th Expansion – Trade Routes,Notre Dame,Notre Dame: The New Persons",Stefan Feld,Series: Alea Big Box,"Area Majority / Influence,Card Drafting,Point to Point Movement","alea,Ravensburger,Broadway Toys LTD,Maldito Games",1759,7.59631,-46.433342,-14.0552845,-22.876888
74473,66,214000,5.0,100.0,12.0,2.0,75.0,In the Year of the Dragon: 10th Anniversary,2017,"Harald Lieske,Michael Menzel","Economic,Medieval","In the Year of the Dragon,In the Year of the Dragon: The Great Wall of China & The Super Events",Stefan Feld,"Continents: Asia,Country: China,Series: Alea Big Box","Action Drafting,Events,Hand Management,Turn Order: Stat-Based","alea,Maldito Games,Ravensburger,Rebel Sp. z o.o.",1468,7.60796,-16.450684,-34.448307,-22.969677
74476,69,214029,4.0,240.0,12.0,1.0,60.0,SpaceCorp: 2025-2300AD,2018,"Chad Jensen,Kurt Miller,Douglas Shrock,Mark Simonitch","Economic,Exploration,Science Fiction,Space Exploration",,John H. Butterfield,"Players: Games with Solitaire Rules,Space: Earth's Solar System","Hand Management,Point to Point Movement,Solo / Solitaire Game","GMT Games,Nuts! Publishing",1817,7.70382,-45.716885,2.6290638,-23.091307
74478,71,214032,4.0,120.0,12.0,1.0,90.0,Founders of Gloomhaven,2018,"Alexandr Elichev,Josh T. McDowell","City Building,Economic,Fantasy",,Isaac Childres,"Components: Polyominoes,Crowdfunding: Kickstarter,Game: Gloomhaven","Action Retrieval,Auction/Bidding,Deck, Bag, and Pool Building,Hand Management,Network and Route Building,Solo / Solitaire Game,Tile Placement,Variable Player Powers,Voting,Worker Placement","Cephalofair Games,Hobby World",2611,6.71201,-18.90081,-20.478792,-3.205453
74481,74,214123,5.0,60.0,10.0,2.0,45.0,Moa,2018,Vincent Joubert,"Animals,Economic",,Martin Wallace,"Country: New Zealand,Crowdfunding: Kickstarter","Area Majority / Influence,Hand Management","APE Games,Derruba Peças Jogos",167,6.45299,3.241646,-8.8826065,11.745014
74482,75,214125,4.0,120.0,13.0,2.0,60.0,Legendary Creatures,2018,"Lou Catanzaro,Sebastián Koziner,Helen Zhu",Fantasy,,"Eduardo Baraf,Christopher Hamm",Crowdfunding: Kickstarter,"Card Drafting,Hand Management,Simultaneous Action Selection,Variable Phase Order","Pencil First Games, LLC",165,6.9677,-16.385448,5.6493225,-48.595135
74499,92,214204,4.0,15.0,8.0,2.0,5.0,ARGH,2017,Anne Heidsieck,"Animals,Bluffing,Card Game,Deduction",,Romaric Galonnier,,"Push Your Luck,Set Collection,Take That","Blue Cocker Games,GoKids 玩樂小子",275,6.89454,14.2727785,4.216202,-46.17334
74503,96,214224,6.0,60.0,8.0,3.0,20.0,Clue: Star Wars,2016,,"Deduction,Movies / TV / Radio theme",,Joe Bradford,"Game: Cluedo / Clue (Parker Brothers, et al),Movies: Star Wars",,Hasbro,157,5.41749,50.365532,5.251999,50.522156
74506,99,214234,8.0,180.0,12.0,1.0,60.0,Tank Duel: Enemy in the Crosshairs,2019,Terry Leeds,"Wargame,World War II",,Mike Bertucelli,"Game: Tank Duel,Players: Wargames with Solitaire Rules","Campaign / Battle Card Driven,Hand Management",GMT Games,525,7.74751,-40.191883,22.407177,-24.925953
74517,110,214293,5.0,90.0,12.0,3.0,60.0,Mountains of Madness,2017,"Miguel Coimbra,Rob Daviau","Horror,Novel-based,Real-time",,Rob Daviau,"Continents: Antarctica,Theme: Cthulhu Mythos","Communication Limits,Cooperative Game,Dice Rolling,Grid Movement,Hand Management,Role Playing","Angry Lion Games,Bureau de Juegos,Devir,GoKids 玩樂小子,Hobby Japan,IELLO,Mancalamaro",2389,6.56078,65.359985,13.714439,-2.9066908
74518,111,214296,2.0,420.0,0.0,1.0,180.0,Tenkatoitsu,2016,"François Vander Meulen,Michael Monfront","Renaissance,Wargame",,François Vander Meulen,"Country: Japan,History: Sengoku Period,Theme: Samurai","Chit-Pull System,Dice Rolling,Grid Movement,Hexagon Grid,Line of Sight,Movement Points,Simulation,Variable Set-up,Zone of Control","Banana Games,Hexasim,Kokusai-Tsushin Co., Ltd. (国際通信社)",171,8.38597,-57.710567,36.87194,-14.070123
74524,117,214343,99.0,30.0,8.0,1.0,5.0,Fantastic Gymnastics,2016,,"Action / Dexterity,Children's Game,Electronic,Miniatures,Sports",,,Players: Games with Solitaire Rules,,Hasbro,121,5.38975,57.40973,-22.466547,49.77797
74530,123,214396,5.0,30.0,10.0,2.0,20.0,Campy Creatures,2017,Josh Emrich,"Bluffing,Card Game,Deduction,Horror",,Mattox Shuler,Crowdfunding: Kickstarter,"Auction/Bidding,Hand Management,Set Collection,Simultaneous Action Selection","Keymaster Games,Matagot,Tranjis Games",1648,7.10282,11.0373125,6.364255,-19.94777
74543,136,214484,7.0,180.0,12.0,1.0,60.0,HEXplore It: The Valley of the Dead King,2017,Yanis Cardin,"Adventure,Exploration,Fantasy,Fighting,Puzzle,Travel",,"Kat Kimoundri,Nathan Loos,Jonathan Mariucci","Crowdfunding: Kickstarter,Game: HEXplore It,Players: Games with Solitaire Rules","Cooperative Game,Dice Rolling,Grid Movement,Modular Board,Push Your Luck,Role Playing","Mariucci J. Designs, LLC",726,7.73997,-6.8461375,43.58462,-25.329863
74547,140,214491,8.0,10.0,8.0,2.0,10.0,Paku Paku,2017,Agence Cactus,"Action / Dexterity,Dice,Party Game,Real-time",,Antoine Bauza,,"Dice Rolling,Real-Time",Ravensburger,509,6.39083,49.07646,-26.227106,13.300739
74566,159,214747,2.0,45.0,10.0,2.0,20.0,Mega Man Pixel Tactics: Bass Orange Edition,2017,,,,"D. Brad Talton, Jr.","Game: Pixel Tactics,Players: Two Player Only Games",,"Jasco Games,Level 99 Games",117,7.29573,10.560459,-86.23653,-43.303547
74579,172,214880,4.0,180.0,14.0,2.0,120.0,City of the Big Shoulders,2019,"Emily R. Dearring,Andreas Resch","Economic,Educational,Industry / Manufacturing",,Raymond Chandler III,"Cities: Chicago (Illinois, USA),Crowdfunding: Kickstarter,Digital Implementations: Board Game Arena,Series: Master Print Edition (Quined)","Commodity Speculation,Ownership,Stock Holding,Tile Placement,Variable Player Powers,Worker Placement","Parallel Games,Quined Games",1944,7.88737,-38.019554,-37.97572,-13.188806
74582,175,214887,4.0,120.0,12.0,1.0,60.0,CO₂: Second Chance,2018,"Ian O'Toole,Paula Simonetti,Giacomo Tappainer","Economic,Environmental,Industry / Manufacturing",,Vital Lacerda,"Crowdfunding: Giochistarter,Players: Games with Solitaire Rules,Theme: Climate Change","Area Majority / Influence,Card Drafting,Cooperative Game,Semi-Cooperative Game,Solo / Solitaire Game,Tile Placement,Worker Placement","Giochix.it,Ediciones MasQueOca,MeepleBR,Stronghold Games",2340,7.63919,10.831526,48.572426,-22.795847
74587,180,214898,5.0,60.0,13.0,2.0,60.0,Gloom in Space,2017,"Michael Cunliffe,Nicolas Gluesenkamp","Card Game,Horror,Humor,Science Fiction",,Keith Baker,"Components: Transparent Elements,Game: Gloom","Hand Management,Storytelling,Take That",Atlas Games,149,6.81107,11.656896,23.151846,-36.58898
74588,181,214899,10.0,30.0,8.0,3.0,15.0,Watch Ya' Mouth,2016,,Party Game,,,"Components: Dental Retractor,Game: Watch Ya' Mouth",,Skyler Innovations,192,4.86892,50.77047,-2.3241098,42.731167
74591,184,214910,2.0,20.0,8.0,2.0,10.0,Tiki,2018,Pauline Amelin,Abstract Strategy,,Nicolas Sato,"Crowdfunding: Kickstarter,Digital Implementations: Board Game Arena,Players: Two Player Only Games,Theme: Tiki Culture","Action Queue,Modular Board",Ôz Editions,260,6.15331,-14.505986,8.350669,23.059038
74603,196,214988,4.0,120.0,12.0,2.0,90.0,Railways of Nippon,2018,,Trains,,"Glenn Drover,Hisashi Hayashi,Martin Wallace","Country: Japan,Crowdfunding: Kickstarter,Crowdfunding: Spieleschmiede,Game: Railways of the World","Auction/Bidding,Network and Route Building,Pick-up and Deliver",Eagle-Gryphon Games,355,7.67324,-25.020298,-63.045437,-26.017965
74604,197,214989,4.0,75.0,14.0,1.0,45.0,Age of Towers,2018,"Gaël Denhard,Olivier Derouetteau","Medieval,Territory Building",,Guillaume Mazoyer,"Category: Tower Defense,Crowdfunding: Kickstarter,Players: Games with Solitaire Rules","Area Movement,Network and Route Building,Solo / Solitaire Game,Take That,Worker Placement","3 Emme Games,Devil Pig Games",360,6.60272,-23.38655,-7.6815305,-4.087724
74605,198,214996,2.0,960.0,12.0,1.0,30.0,"Silver Bayonet: The First Team in Vietnam, 1965 (25th Anniversary Edition)",2016,"Charles Kibler,Rodger B. MacGowan","Vietnam War,Wargame",,"Gene Billingsley,Mitchell Land","Country: Vietnam,Decades: The 1960's,Series: Operational System (GMT)","Dice Rolling,Hexagon Grid",GMT Games,271,8.09816,-55.869064,53.52988,-16.210691
74620,213,215065,4.0,30.0,14.0,2.0,30.0,75 Gnom' Street,2016,Fabien Mense,"Bluffing,Deduction",,"Charles Bossart,Sébastien Darras",Components: Miniatures,"Area Majority / Influence,Hand Management,Variable Phase Order","Ankama,CMON Global Limited,Fabrika Igr,Last Level,One Moment Games",112,5.79768,-17.011217,5.3620987,37.95501
74621,214,215066,5.0,45.0,10.0,3.0,45.0,Gang Rush Breakout,2017,Rémi Farjaud,"Dice,Mafia,Miniatures,Racing",,"Galladur,Henri Pym",,Dice Rolling,"Ankama,CMON Global Limited,Fabrika Igr,Last Level,One Moment Games",154,6.45669,67.54065,39.0778,11.700626
74635,228,215213,6.0,150.0,14.0,3.0,90.0,Cutthroat Kingdoms,2017,Culpeo Fox,"Fantasy,Medieval,Negotiation,Political",,Bryan Merlonghi,,"Area Majority / Influence,Hand Management,Modular Board,Team-Based Game,Variable Player Powers,Voting",Alderac Entertainment Group,197,6.7224,24.718094,23.425756,-32.442276
74644,237,215308,4.0,60.0,14.0,3.0,40.0,Indulgence,2017,"Chelsea Harper,Jason Taylor",Card Game,,"G. W. ""Jerry"" D'Arcey,Rob Daviau,Justin D. Jacobson",,Trick-taking,Restoration Games,727,6.83297,38.252678,61.81996,-38.126724
