game_id,max_players,max_playtime,min_age,min_players,min_playtime,name,playing_time,year_published,category,compilation,designer,expansion,mechanic,publisher,average_rating,users_rated,x,y,z
528,2,60,9,2,30,ZÈRTZ,60,1999,Abstract Strategy,,Kris Burm,GIPF Project Set 2,"Grid Movement,Set Collection","Don & Co.,HUCH! & friends,REBEL.pl,Rio Grande Games,Schmidt Spiele,Smart Toys and Games, Inc.",7.30703,3255,-42.137863,10.815767,-32.221565
530,6,60,10,2,60,Entenrallye,60,1988,Racing,,Walter Müller,,Roll / Spin and Move,Walter Müller's Spielewerkstatt,5.71818,66,-12.740071,17.655018,-23.679012
531,5,60,10,3,60,Merchants of Amsterdam,60,2000,"Economic,Real-time,Renaissance",,Reiner Knizia,,"Area Control / Area Influence,Auction/Bidding,Tile Placement","Jumbo,Rio Grande Games",6.73194,1434,-27.249231,-49.622417,-63.414318
533,6,30,7,2,30,Labyrinth: The Card Game,30,2000,"Card Game,Fantasy,Maze",,Max J. Kobbert,,"Pattern Building,Pattern Recognition,Route/Network Building,Tile Placement",Ravensburger Spieleverlag GmbH,5.53712,1041,-8.074469,45.364468,-52.273727
534,6,45,10,3,45,N.Y. Chase,45,1999,"Deduction,Transportation",,Projekt Team III,,"Hand Management,Partnerships,Point to Point Movement,Secret Unit Deployment","Grow Jogos e Brinquedos,Hasbro,Ravensburger Spieleverlag GmbH",6.43521,486,6.83006,27.498682,15.180078
535,4,30,10,3,30,Power Barons,30,1986,Card Game,,(Uncredited),,,Milton Bradley,5.39224,165,-0.2711081,19.96686,35.409805
536,8,60,8,4,60,Visionary,60,1997,"Action / Dexterity,Party Game",,Ron Dubren,,"Partnerships,Pattern Building","Damm / Egmont,Kärnan,Kirjalito,La otra jugueteria,Schmidt Spiele",6.49163,203,-42.090424,29.522215,19.906689
538,6,60,10,3,60,Manager,60,1991,Economic,,"Burkhardt Münchhagen,Peter Pfeifer,Waltraud Pfeifer",,"Simultaneous Action Selection,Stock Holding","Hexagames (I),Noris Spiele",6.38866,119,-50.10523,-17.990902,53.196373
539,6,90,10,2,90,Dampfross,90,1979,"Racing,Trains",,David G. Watts,"Railway Rivals Map CH: China,Railway Rivals Map FR: France,Railway Rivals Map IN: India,Railway Rivals Map LW: London and Western,Railway Rivals Map ND: North Germany,Railway Rivals Map SP: Spain,Railway Rivals Map SV: South Sweden","Crayon Rail System,Route/Network Building","Alga,Bütehorn Spiele,Laurin Verlag,Schmidt Spiele",6.32102,664,-57.248013,-24.424896,-11.5261345
540,4,45,10,2,45,Sisimizi,45,1996,"Abstract Strategy,Animals",,Alex Randolph,,Route/Network Building,Editrice Giochi,6.3048,198,-27.088833,-2.1016564,21.645039
541,12,120,10,2,120,Das Motorsportspiel,120,1995,"Racing,Real-time,Sports",,"Peter Steinke,Martin Wieland",,"Roll / Spin and Move,Simulation",Professional Motor Sports Games,7.47279,346,50.708893,49.57369,-4.3431063
542,10,45,12,4,45,Democrazy,45,2000,"Card Game,Party Game",,Bruno Faidutti,,Voting,Descartes Editeur,5.50497,1071,5.034145,36.433582,-52.83062
545,12,60,10,2,60,Kaleidos,60,1994,Party Game,,"Spartaco Albertarelli,Marianna Fulvi,Elena Prette,Angelo Zucca","Kaleidos: 2009 Expansion,Kaleidos: 2014 Expansion",Pattern Recognition,"CMON Limited,Cocktail Games,Competo / Marektoy,Diset S. A.,Editrice Giochi,Heidelberger Spieleverlag,KaleidosGames,Oliphante,Vennerød Forlag AS,Ystari Games",6.74532,571,-36.4792,47.220547,2.1189914
548,6,120,10,2,120,Buck Rogers: Battle for the 25th Century Game,120,1988,"Comic Book / Strip,Movies / TV / Radio theme,Science Fiction,Wargame",,Jeff Grubb,Buck Rogers 2.0,,TSR,6.41815,712,66.74012,18.64791,-14.575153
549,12,0,12,2,0,Aerodrome,0,1994,"Aviation / Flight,Miniatures,Wargame,World War I",,"Stanley Kubiak,Winston J. Kubiak",,Action / Movement Programming,(Self-Published),7.63393,84,65.77203,-28.751768,23.943365
550,4,60,12,3,60,Barbarossa,60,1988,"Deduction,Fantasy,Humor,Party Game,Word Game",,Klaus Teuber,,"Betting/Wagering,Roll / Spin and Move","Alga,ASS Altenburger Spielkarten,Catan GmbH,dV Giochi,KOSMOS,Mayfair Games,New Games Order, LLC,Rio Grande Games",6.41039,1242,-29.727182,60.111973,-59.711327
551,2,45,10,2,45,Battle Cry,45,2000,"American Civil War,Wargame",,Richard Borg,,"Dice Rolling,Hand Management,Modular Board","Avalon Hill (Hasbro),Wizards of the Coast",7.16677,3200,20.962526,-75.55547,-32.18391
552,5,120,14,3,120,Bus,120,1999,Transportation,,"Jeroen Doumen,Joris Wiersinga",,"Pick-up and Deliver,Worker Placement",Splotter Spellen,6.8486,653,-29.77891,-18.048027,-11.260818
553,5,60,13,2,60,Chez Geek,60,1999,Card Game,Chez Geek 1+2,Jon Darbro,"Chez Cthulhu: Cthulhu Mask Promo Card,Chez Geek 2: Blockparty,Chez Geek 2: Slack Attack,Chez Geek 3: Block Party,Chez Geek: Promokarte Pegasus-Supporter,Chez Geek: Promokarte Poker,Chez Geek: Slack to the Future,Chez Geek: Spring Break,Chez Genius: Promokarte Erstsemesterparty","Set Collection,Take That,Variable Player Powers","Edge Entertainment,LocWorks,Pegasus Spiele,Raven Distribution,Steve Jackson Games,Ubik",5.74057,3871,23.048515,15.181393,-33.42538
554,5,120,12,2,120,La Città,120,2000,"City Building,Civilization,Renaissance,Territory Building",,Gerd Fenchel,,"Area Control / Area Influence,Card Drafting,Commodity Speculation,Modular Board,Tile Placement","999 Games,ABACUSSPIELE,KOSMOS,Rio Grande Games,Tilsit",7.09621,4643,-27.809345,-42.761215,-36.97925
555,5,100,12,2,75,The Princes of Florence,100,2000,"City Building,Renaissance",,"Wolfgang Kramer,Richard Ulrich,Jens Christopher Ulrich","The Princes of Florence: The Muse and the Princess,Treasure Chest","Auction/Bidding,Tile Placement","alea,Ravensburger Spieleverlag GmbH,Excalibur (Board Game),Korea Boardgames co., Ltd.,Lacerta,Nexus,Pro Ludo,Quined Games,Quined White Goblin Games,Rio Grande Games,Wargames Club Publishing,Ystari Games",7.59407,13115,-26.619541,-44.839493,-45.97771
556,6,20,8,2,20,7 Safari,20,2000,"Animals,Card Game,Children's Game",,David Parlett,,"Area Movement,Set Collection","AMIGO Spiel + Freizeit GmbH,Gamewright,Rio Grande Games",5.38043,92,-14.577712,9.304848,30.103937
557,4,30,9,2,30,Laguna,30,2000,Puzzle,,Bernhard Weber,,,Queen Games,5.86189,125,-32.05952,34.261864,57.750023
558,6,80,12,3,80,Der weiße Lotus,80,2000,"Medieval,Negotiation",,Martin Wallace,,"Auction/Bidding,Hand Management,Route/Network Building,Voting",TM Spiele,6.17457,208,-19.588474,13.599165,19.124352
559,6,30,8,2,30,Metro,30,1997,Trains,,Dirk Henn,,"Route/Network Building,Tile Placement","Queen Games,db-Spiele,G3,Überplay",6.36559,4608,-53.01159,-28.854595,-36.92611
561,6,90,9,3,90,Flußpiraten,90,1990,"Nautical,Negotiation,Pirates",,"Walter Müller,Klaus Zoch",,"Rock-Paper-Scissors,Simultaneous Action Selection",Walter Müller's Spielewerkstatt,6.09549,89,48.945908,25.966888,27.514338
562,4,60,10,2,60,Silberzwerg,60,2000,Economic,,"Gerd Deininger,Andreas Michaelis",,"Set Collection,Simultaneous Action Selection",Queen Games,6.41595,384,-13.876055,-2.9056768,7.508374
563,15,90,0,4,90,Doolittle & Waite,90,1986,"Bluffing,Card Game,Negotiation",,(Uncredited),,Auction/Bidding,Inward Games,6.21793,87,-18.052397,-12.189854,25.739307
564,7,60,10,2,60,Die Seidenstraße,60,1998,Racing,,Hartmut Kommerell,,,Schmidt Spiele,5.39241,79,-10.282268,19.496769,6.595995
565,4,60,10,3,60,Port Royal,60,2000,Card Game,,Wolfgang Panning,,Trick-taking,Queen Games,6.16327,113,-82.49867,10.753938,47.43071
566,5,90,12,3,90,Wongar,90,2000,Prehistoric,,"Richard Borg,Alan R. Moon",,"Area Control / Area Influence,Card Drafting",Goldsieber Spiele,6.32718,389,-57.826385,9.887298,7.7153835
568,10,45,8,2,45,Rage,45,1983,Card Game,,(Uncredited),,"Hand Management,Trick-taking","999 Games,AMIGO Spiel + Freizeit GmbH,Borras Plana S.A.,Canada Games,Fundex,Gibsons Games,Grow Jogos e Brinquedos,Ideal,International Games,Mattel,POOF-Slinky,Ventura Games,Waddington's Games, Inc.",6.18028,1374,-84.62803,11.575011,-62.265064
569,4,30,8,2,20,Maestro,30,1989,Music,,Rudi Hoffmann,,Set Collection,"Casper,Hans im Glück Verlags-GmbH",5.85216,162,-5.2038927,66.302826,35.94705
571,6,60,10,3,60,Papua,60,1992,Racing,,Thilo Hutzler,,Dice Rolling,"Huki,Parker Brothers",6.10845,71,-9.881384,17.455013,-10.704098
572,8,60,8,2,30,Battle Cattle,60,1996,"Animals,Fighting,Humor,Miniatures,Science Fiction,Wargame",,"Aldo Ghiozzi,W. Jason Peck,Matt Stipicevich",,"Campaign / Battle Card Driven,Dice Rolling,Grid Movement,Player Elimination,Take That,Variable Player Powers","Oberon Games,Steve Jackson Games,Wingnut Games",5.42319,69,29.44737,15.91165,-18.132437
573,6,60,8,3,60,Grand Prix,60,1975,"Abstract Strategy,Racing",Spiele-Box,K. von Rudloff,,,"Buchclub,Majora,Ravensburger Spieleverlag GmbH",6.2725,80,-11.050908,20.67329,7.030175
574,6,30,8,3,30,Formel Fun,30,1991,"Card Game,Racing",,Terry Goodchild,,Hand Management,"Fiendish Games,franjos Spieleverlag,Lambourne Games",6.41113,284,-9.884957,16.613783,-1.9450498
575,6,30,10,3,30,Das Kollier,30,2000,"Card Game,Economic",,André Frobel,,"Auction/Bidding,Set Collection",Schmidt Spiele,5.5339,59,-17.857088,-8.222702,-26.27513
577,10,90,10,4,90,Parts Unknown,90,1999,"Economic,Horror",,James Ernest,,"Commodity Speculation,Roll / Spin and Move","Cheapass Games,Truant Spiele",5.93946,223,-39.8627,-18.993364,12.907126
581,6,90,12,2,90,Tile Chess,90,1999,Abstract Strategy,,Jason Wittman,,Grid Movement,Steve Jackson Games,5.93413,225,-40.87515,10.208029,12.786293
585,4,20,10,2,20,Kardinal,20,2000,Abstract Strategy,,Wolfgang Panning,,Tile Placement,Holzinsel,6.675,112,-31.851503,2.2518806,47.11494
586,3,60,12,2,60,Up Front,60,1983,"Card Game,Wargame,World War II",,Courtney F. Allen,"The Babies and the Beasts,Banzai,Desert War,Folgore,The Polish Never Quit!,Smoking Cobras: The Brazilian Expeditionary Force in US Army,Sword of the Balkans,Waffen SS/The Fanatics","Campaign / Battle Card Driven,Hand Management,Simulation,Variable Player Powers","Avalon Hill,Hobby Japan,Wizards of the Coast",7.83799,1865,28.35697,-28.170235,-50.099133
589,4,60,10,2,60,Wiz-War,60,1983,Fantasy,,Tom Jolly,"Wiz-War: Expansion Set,Wiz-War: Expansion Set #2","Modular Board,Player Elimination","(Web published),Chessex,Jolly Games",6.90275,1527,31.435472,19.781416,-57.933254
590,6,45,8,2,45,Mille Bornes,45,1954,"Card Game,Racing",,Edmond Dujardin,,"Hand Management,Partnerships,Take That","AS Manufacturas,Asmodee,Desyllas Games,Dujardin,Editions Edmond Dujardin,Editrice Giochi,F.X. Schmid,Fundex,Gibsons Games,Grimaud,Hasbro,Heraclio Fournier,Hola Colina S.A. Colombia,Kirjalito,Litas Spil,Litor,Nilco S.A.,Parker Brothers,Piatnik,Play Value USA,Schmidt Spiele,TF1 Games,Tomy,Waddington's Games, Inc.,Winning Moves Games (USA),Yetem S.A.",5.67488,5740,22.850348,17.688322,-38.068367
593,5,60,9,2,60,Favoriten,60,1989,Racing,,Walter Müller,,Betting/Wagering,Walter Müller's Spielewerkstatt,6.38804,158,31.183716,43.76726,41.473145
594,7,45,10,3,30,Sleuth,45,1971,"Card Game,Deduction",,Sid Sackson,,"Card Drafting,Hand Management,Memory","3M,Avalon Hill,Eagle-Gryphon Games,Face2Face Games,Kärnan,Schmidt France,Schmidt Spiele",6.89221,2209,-4.679585,11.935071,-47.986576
595,6,60,10,3,60,Escape from Elba,60,1999,"Fighting,Racing,Word Game",,James Ernest,,"Dice Rolling,Hand Management",Cheapass Games,5.42468,154,-31.83013,65.32672,43.73411
600,6,60,10,3,60,Die Weinhändler,60,2000,,,Dominique Ehrhard,,"Hand Management,Pick-up and Deliver,Point to Point Movement",Piatnik,5.06339,56,24.310768,80.49943,-22.810665
602,8,60,10,4,60,Career Poker,60,1988,Card Game,,"Klaus Grähnke,Brian Walker",,Trick-taking,"Fun Connection,Heidelberger Spieleverlag,Hexagames (I),Nürnberger-Spielkarten-Verlag,Salagames",6.57831,189,-82.49867,10.753938,25.164412
603,6,120,16,3,120,Putsch,120,1998,Political,,Heiko Wiese,,Variable Player Powers,Queen Games,5.51987,78,4.4445367,-38.67117,6.028299
605,5,30,10,2,30,Banana Republic,30,1993,"Bluffing,Card Game",,"Doris Matthäus,Frank Nestel",,Hand Management,Doris & Frank,5.33636,154,-5.874351,-0.57588667,43.73252
606,2,5,10,2,5,Pico 2,5,1997,Card Game,,"Doris Matthäus,Frank Nestel",,"Hand Management,Simultaneous Action Selection",Doris & Frank,5.89776,263,-11.00004,0.17954464,3.627739
607,6,90,10,3,90,Honor of the Samurai,90,1996,"Card Game,Medieval",,Scott Kimball,,"Action Point Allowance System,Dice Rolling,Hand Management,Take That","AMIGO Spiel + Freizeit GmbH,Corfix,Gamewright",5.90247,753,21.221146,13.413939,-39.717484
608,4,60,8,2,60,Siesta,60,1999,Abstract Strategy,,Guido Hoffmann,,"Pattern Building,Pattern Recognition,Tile Placement","Goldsieber Spiele,Rio Grande Games",6.30286,280,-46.495903,36.156143,-1.5826461
610,6,45,10,2,45,Knights of the Rainbow,45,1999,"Card Game,Wargame",,"Alan R. Moon,Aaron Weissblum",,,F.X. Schmid,4.77344,64,2.0156314,20.9764,-29.09943
612,2,30,5,2,30,Kippit,30,1999,Action / Dexterity,,Torsten Marold,,,"FoxMind,franjos Spieleverlag",5.95943,140,-14.476748,32.70652,55.043457
613,2,15,8,2,15,Overboard,15,1978,Abstract Strategy,,Alex Randolph,,Point to Point Movement,"Lakeside,Ravensburger Spieleverlag GmbH",5.58393,56,-24.126583,10.08303,-22.696863
614,2,5,7,2,5,Rubik's Race,5,1982,"Puzzle,Racing,Real-time",,"Erno Rubik,Marvin A. Silbermintz",,"Grid Movement,Memory,Pattern Building","Arxon,Estrela,Éveil & Jeux,Green Board Game Co.,Hasbro,Hilco Corporation,Ideal,Jumbo,MindWare,University Games",5.93199,274,-36.54171,36.341343,-1.0575414
618,2,40,8,2,40,MLB Showdown,40,2000,"Card Game,Collectible Components,Sports",,"Charlie Bambino,Jim Lin,Bill Rose,Tom Wylie",,Dice Rolling,Wizards of the Coast,6.12056,214,55.486195,45.98816,18.36724
619,4,30,10,2,30,The Bottle Imp,30,1995,Card Game,,Günter Cornett,,Trick-taking,"Bambus Spieleverlag,University Games,Z-Man Games",6.74224,2376,-82.49867,10.753938,-35.909595
620,2,120,12,2,120,We the People,120,1994,"Age of Reason,American Revolutionary War,Wargame",,Mark Herman,We the People Expansion Card Set,"Area Control / Area Influence,Campaign / Battle Card Driven,Dice Rolling,Hand Management,Point to Point Movement,Variable Player Powers",Avalon Hill,7.33241,1058,-12.952914,-74.81423,-52.611237
621,0,60,13,4,60,25 Words or Less,60,1996,"Party Game,Word Game",,Bruce Sterten,,"Auction/Bidding,Partnerships","Parker Brothers,Winning Moves Games (USA)",6.57136,469,-27.099588,63.452816,14.492671
622,8,30,10,2,30,Change!,30,1999,Card Game,,"James Ernest,Brian Snoddy",,,Cheapass Games,5.29784,162,-0.7996693,19.962482,35.948143
623,6,90,12,2,90,Swashbuckler,90,1980,"Fighting,Renaissance",,"T. O'Neill,S. Craig Taylor",,"Action / Movement Programming,Simultaneous Action Selection",Yaquinto,6.90013,225,-21.515741,-49.858208,12.785307
624,4,15,8,2,15,Quoridor,15,1997,"Abstract Strategy,Maze",,Mirko Marchesi,,Grid Movement,"Family Games, Inc.,FoxMind Israel,Fundex,Gigamic,Great American Trading Company,Ludens Spirit,Marks & Spencer,Mitra,Oficina do Aprendiz,Smart Chick",6.69271,4271,-7.451487,43.140503,-36.576138
625,6,45,8,2,45,Business,45,1998,Economic,,Sid Sackson,,"Auction/Bidding,Set Collection,Simultaneous Action Selection",Relaxx,6.14306,72,-17.545937,-6.9421844,-10.011978
626,6,240,12,2,240,War and Peace,240,1980,"Napoleonic,Wargame",,Mark McLaughlin,,"Dice Rolling,Hex-and-Counter,Simulation",Avalon Hill,6.65409,918,3.9050498,-84.8128,-43.329365
627,0,0,12,0,0,Royal Tank Corps,0,2000,"Wargame,World War I",,Ted Raicer,,Area-Impulse,"Kokusai-Tsushin Co., Ltd. (国際通信社),Moments in History",6.55984,61,24.37102,-60.725777,-29.675652
629,4,20,8,2,20,Q-Turn,20,1999,"Abstract Strategy,Puzzle",,Andrew Looney,,Modular Board,Looney Labs,5.02936,157,-32.80054,32.907112,41.793274
631,4,70,10,2,70,Daytona 500,70,1990,"Card Game,Racing,Sports",,Wolfgang Kramer,,"Auction/Bidding,Hand Management",Milton Bradley,7.14886,947,49.18801,47.387505,-43.8307
632,6,30,8,3,30,Cloud 9,30,1999,"Aviation / Flight,Bluffing,Card Game",,Aaron Weissblum,,"Betting/Wagering,Press Your Luck","F.X. Schmid,Out of the Box Publishing",6.47126,2051,24.877104,39.681854,-48.99002
633,8,60,10,3,60,Elixir,60,1997,"Action / Dexterity,Card Game,Fantasy,Humor",,"Sylvie Barc,Frédéric Leygonie,Juan Rodriguez","Elixir:  Alambic,Elixir: Alchimie,Elixir: Mandragore","Auction/Bidding,Set Collection","Asmodee,Cutting Edge Games,Kaissa Chess & Games,Mayfair Games",5.52579,906,-12.925272,-8.451164,-43.06472
634,6,30,8,2,30,River Dragons,30,2000,"Abstract Strategy,Racing",,Roberto Fraga,,"Action / Movement Programming,Point to Point Movement,Simultaneous Action Selection","Matagot,Asmodee,Asterion Press,Descartes Editeur,Egmont Polska,Eurogames,Swan Panasia Co., Ltd.",6.46149,2499,13.984484,-27.747742,-35.46849
635,6,20,8,3,20,Formula Motor Racing,20,1995,"Card Game,Dice,Racing",,Reiner Knizia,,"Dice Rolling,Hand Management","Egmont Polska,Gibsons Games,GMT Games,Die Spiegelburg",6.39899,1702,-8.500359,15.974564,-56.0181
637,12,20,8,2,20,Stock Car Championship Racing Card Game,20,1995,"Card Game,Racing,Sports",,"Michael Garton,John McLaughlin","Road Course Deck,Stock Car Championship Racing Expansion Pack,Tri-Oval Track Deck",,McGartlin Motorsport Design,6.81936,213,48.701706,47.087276,18.488169
638,2,30,12,2,30,Hera and Zeus,30,2000,"Bluffing,Card Game,Mythology",,Richard Borg,,"Action Point Allowance System,Hand Management,Secret Unit Deployment","999 Games,Kaissa Chess & Games,KOSMOS,Rio Grande Games",6.52656,3021,1.8158512,-22.744957,-34.04508
639,4,480,9,1,480,American Megafauna,480,1997,"Animals,Environmental,Prehistoric",,Phil Eklund,"American Megafauna (second edition) Expansion Set,Animal Farm","Auction/Bidding,Simulation,Variable Player Powers",Sierra Madre Games,7.00869,328,-54.36698,4.7153735,-5.497275
642,10,0,0,3,0,Oodles,0,1992,"Party Game,Trivia",,Brian Hersch,,,Milton Bradley,6.15255,232,-1.8605598,78.09117,11.936403
643,8,90,10,2,90,Deadlands: Doomtown Range Wars,90,2000,"American West,Collectible Components,Fantasy",,"Tom Jolly,Christian T. Petersen",,,Fantasy Flight Games,6.31705,132,-48.720387,-46.16288,62.796055
644,4,30,12,2,30,Shipwrecked,30,2000,Card Game,,"Matthew Kirby,Mark Alan Osterhaus",,Auction/Bidding,Out of the Box Publishing,5.69112,408,-16.260714,-9.040174,8.741117
645,4,60,8,2,60,Bosworth,60,1998,Abstract Strategy,,Mark Alan Osterhaus,,Grid Movement,"Alga,Brio AB,Out of the Box Publishing",5.82544,338,-40.900486,10.475637,-4.865376
646,6,30,8,2,30,Pirate's Plunder,30,2000,"Card Game,Dice,Pirates",,"Tray Green,Dawn Payn",,"Take That,Variable Player Powers",Hillary's Toy Box,4.58859,64,17.128963,18.967194,-29.114199
647,5,30,12,2,30,Mystick Domination,30,2000,Card Game,,Eric M. Lang,,,Anoch Game Systems,6.4951,102,-0.9218622,19.820484,38.289284
648,6,0,12,3,0,Vox Populi,0,1999,"Fighting,Political",,Francis Pacherie,,Tile Placement,"Clash of Arms Games,Tilsit,Truant Spiele",4.45733,75,4.72093,-37.89972,0.4628675
649,6,90,10,3,90,Thieves of Bagdad,90,1999,"Arabian,Bluffing",,Francis Pacherie,,"Card Drafting,Hex-and-Counter,Set Collection,Trading,Variable Player Powers","Clash of Arms Games,Tilsit",6.02897,107,-31.366402,-64.45687,42.77824
650,100,60,12,2,60,Fairy Meat,60,2000,"Miniatures,Wargame",,Scott Leaton,"Fairy Meat Components Pack,Fairy Meat: Clockwork Stomp,Fairy Meat: Sugar and Vice,Fairy Meat: WAR,Fairy Meat: Wicked Things",,Kenzer and Company,5.91274,84,32.416348,-16.530441,23.724865
651,5,20,8,2,20,Zero,20,1998,Card Game,,Reiner Knizia,,"Set Collection,Trading","AG Müller (AGMüller),ASYNCRON games,Berliner Spielkarten,Blue Orange Games,HomoLudicus,Trefl Joker Line",6.4188,474,-24.049892,-9.2607975,14.667403
653,6,20,8,2,20,Shit!,20,1996,Card Game,,Reinhard Staupe,,"Auction/Bidding,Simultaneous Action Selection",Adlung-Spiele,5.48129,101,-16.398949,-7.019204,37.850983
655,5,60,14,2,60,Castle,60,2000,"Card Game,Medieval",,"Bruno Faidutti,Serge Laget",,"Hand Management,Tile Placement","Descartes Editeur,Eurogames,Heidelberger Spieleverlag,Hobby World",6.11521,1542,-9.75969,-21.553947,-57.777843
657,8,30,8,3,30,Münchhausen,30,1996,"Bluffing,Card Game,Fantasy",,Thomas Schneider Axmann,,,ABACUSSPIELE,5.83728,114,-0.47665533,23.551085,49.100708
660,5,15,10,3,15,Riffifi,15,2000,Card Game,,Stefan Dorra,,Simultaneous Action Selection,Winning Moves Germany,5.96609,87,-11.349965,-0.014264442,25.72006
661,5,45,10,3,45,Where's Bob's Hat?,45,1990,Card Game,,Alan R. Moon,,Trick-taking,"ABACUSSPIELE,Piatnik,Rio Grande Games",6.22062,377,-81.900955,10.192508,3.2102458
665,4,10,6,2,10,Quackshot,10,1995,"Action / Dexterity,Children's Game,Electronic,Real-time",,(Uncredited),,,"Crown & Andrews Ltd.,Goliath B.V.,Holdsworth Thos & Sons,Spear's Games,Tomy",6.86743,70,-3.8961883,56.129345,-16.333143
668,5,30,10,3,30,Sternenhimmel,30,1995,Bluffing,,Tom Schoeps,Das Spiel mit der Schlange,"Area Control / Area Influence,Auction/Bidding",Goldsieber Spiele,6.5774,310,-15.586392,-10.8399105,-6.7238503
669,6,30,0,2,30,Plague & Pestilence,30,1993,"Card Game,Medieval",,"Tray Green,Dawn Payn",,"Card Drafting,Dice Rolling,Take That","Chessex,Hillary's Toy Box",6.12509,627,20.999943,13.749894,-8.594002
670,2,120,12,1,120,Starship Troopers,120,1976,"Novel-based,Science Fiction,Wargame",,Randall C. Reed,Canine Troopers,"Hex-and-Counter,Secret Unit Deployment",Avalon Hill,6.45814,1031,24.75535,-17.47535,-52.002068
671,2,240,12,2,240,Bull Run,240,1983,"American Civil War,Wargame",,Richard Hamblen,,"Dice Rolling,Hex-and-Counter",Avalon Hill,6.21137,175,21.996325,-76.32628,31.346912
673,6,120,12,2,120,Star Traders,120,1987,"Economic,Science Fiction",,David Ladyman,,Pick-up and Deliver,"Laurin Verlag,Steve Jackson Games",6.30658,190,-13.41613,-13.984582,24.999294
674,4,120,10,1,120,J.U.M.P. Into the Unknown,120,1999,"Science Fiction,Wargame",,"Edward Niecikowski,David M. Niecikowski","JUMP: Genesis Die-Cast Messiahs vs. Cannibal Korp,JUMP: Genesis Savage Manakins vs. Micro Titans",Secret Unit Deployment,Evil Polish Brothers,5.26289,97,23.184168,-16.519169,33.71843
675,2,45,12,2,45,4th Dimension,45,1979,"Abstract Strategy,Science Fiction",,"John A. Ball,Ray Carew,Keith Warburton",,Rock-Paper-Scissors,"(Self-Published),TSR",5.26027,73,50.001583,23.306152,-9.4763
677,8,20,12,3,20,Would You Rather...?,20,1998,Party Game,,"(Uncredited),Randall Horn",,Voting,"Alga,Lagoon Games,Spin Master Ltd.,Zobmondo!! Entertainment LLC",4.41952,543,5.085353,36.47821,16.972595
679,6,60,12,1,60,Minion Hunter,60,1992,"Horror,Science Fiction",,Lester Smith,Minion Nation,"Action Point Allowance System,Co-operative Play,Variable Player Powers",GDW Games,6.11295,183,17.591658,0.9827604,28.385822
680,4,90,10,2,90,Dune,90,1984,"Movies / TV / Radio theme,Novel-based,Science Fiction",,Brad Stock,,"Betting/Wagering,Dice Rolling,Player Elimination,Roll / Spin and Move,Take That","Clipper,Parker Brothers",5.7555,300,28.6675,38.999054,-3.2302206
681,2,20,6,2,20,Quarto,20,1991,Abstract Strategy,,Blaise Muller,,Pattern Building,"Back Alley Games,Family Games, Inc.,Fundex,G3,Gigamic,Great American Trading Company,Identity Games International B.V.,Mitra,Oficina do Aprendiz,Pressman Toy Corp.",6.81715,3791,-48.02158,28.60576,-33.283527
684,6,30,8,2,30,Monopoly: The Card Game,30,2000,"Card Game,Economic,Negotiation",,Phil Orbanes Sr.,,"Set Collection,Trading","Competo / Marektoy,Nilco S.A.,Nordic Games GmbH,Top Cards,Winning Moves Games (USA)",5.5495,522,-26.406475,-10.235281,16.469072
686,4,60,10,3,60,Dr. Jekyll & Mr. Hyde,60,1997,"Bluffing,Card Game",,Wolfgang Werner,,Trick-taking,"Bambus Spieleverlag,Plenary Games",6.78882,376,-82.32217,8.34142,3.1826897
687,4,60,12,2,60,Cabale,60,1999,Abstract Strategy,,Roland Siegers,,,"Goldsieber Spiele,Rio Grande Games",6.20643,140,-30.012777,10.557349,55.045784
688,2,240,12,2,240,Manchu,240,1988,Wargame,,Richard H. Berg,,Hex-and-Counter,3W (World Wide Wargames),5.78095,63,19.85636,-17.289557,-31.306177
690,2,120,12,2,120,Singapore,120,1984,"Wargame,World War II",,"Charles T. Kamps,David James Ritchie",,Hex-and-Counter,TSR,6.29078,77,41.86088,-30.152357,5.5113044
691,5,60,10,3,60,Timbuktu,60,1993,"Deduction,Economic",,Dirk Henn,,"Hand Management,Memory,Simultaneous Action Selection","Queen Games,db-Spiele",6.69874,1599,-5.139955,11.219411,-57.188225
692,7,150,12,2,150,Wizard Kings,150,2000,"Fantasy,Wargame",,"Tom Dalgliesh,Grant Dalgliesh","Wizard Kings: Expansion Armies,Wizard Kings: Expansion Maps","Dice Rolling,Hex-and-Counter,Modular Board,Secret Unit Deployment,Variable Player Powers","Columbia Games,Tilsit",6.70615,1093,22.43492,-19.282135,-53.22914
695,2,30,0,2,30,Fibonacci,30,1992,Abstract Strategy,,Thomas Naylor,,,Thomas Naylor and Associates,6.33246,57,-29.319328,10.632967,-24.596113
696,6,45,10,3,45,The Big Idea,45,2000,"Card Game,Party Game",,James Ernest,The Big Idea: More Cards!,"Stock Holding,Voting","Arclight,Cheapass Games",6.32968,802,3.8124511,36.086536,-40.84121
697,4,90,10,3,90,Conspiracy,90,1973,"Bluffing,Memory,Spies/Secret Agents",,Eric Solomon,,"Betting/Wagering,Memory,Pick-up and Deliver","AMIGO Spiel + Freizeit GmbH,Clipper,Condor,Gibsons Games,Milton Bradley,Pelikan",6.25721,499,40.35056,32.455616,15.636637
698,5,20,15,3,20,Gother Than Thou,20,2000,Card Game,,R. Hunter Gough,,,Savant Garde Entertainment,4.5848,198,-0.464384,20.46493,21.686953
